Game,Desc,Price,Categories,Status
Alien Breed 2: Assault,Alien Breed 2: Assault is a third-person shooter in which you assume the role of a soldier battling aliens on a mysterious spaceship.,"54,99 ","['Action', 'Shooter', 'Third-Person', 'Sci-Fi', 'Arcade']",In Stock
WWE 2K18,"A new MyCAREER experience puts you on the path to greatness as you journey along on the road to WrestleMania. Explore WWE through free-roaming backstage, conversing with WWE Superstars, forming alliances, making enemies, seeking out quests, and strategizing for upcoming matches. Road to Glory - Can your MyPlayer make it to the WWE Hall of Fame? Introducing the all-new Road to Glory. Compete with o","45,99 ","['Sports', 'Individual', 'Combat', 'Wrestling']",In Stock
Assassin's Creed II: Bonfire of the Vanities,"(Downloadable Content)  Bonfire of the Vanities continues to expand the award-winning AC2 universe. Work with Machiavelli to free the city of Florence from the grip of the mad monk Savonarola by targeting influential citizens under his control. Battle, sneak and freerun your way through twelve challenging new memories. Discover a new district of Florence, and utilize Ezio’s new move, the sprint ju","69,99 ","['Action Adventure', 'Historic', 'Open-World']",In Stock
Underground,"Practice makes perfect. Surgical doctors-in-training residents all around the world have access to various box trainers and virtual reality simulators to train and maintain their laparoscopic skill set. However, due to a high workload, at the end of the day not everyone has time and energy to practice on these repetitive machines. By turning these drills into a fun and engaging video game, experie","76,99 ","['Action', 'General']",In Stock
Rhapsody: A Musical Adventure,"Enter the world of Rhapsody, where music and action combine to create a charming adventure. A remake of the PlayStation original, Rhapsody: A Musical Adventure for Nintendo DS delivers high-resolution 2D sprites, innovative music-based RPG gameplay, and more features than ever before. New features exclusive to the DS version include dual screen navigation and unlockable characters not previously a","79,99 ","['Role-Playing', 'General']",In Stock
Cities: Skylines - Nintendo Switch Edition,"Developed by Colossal Order, Cities: Skylines offers sprawling landscapes and maps with endless sandbox gameplay and new ways to expand your city. Key to progression is the ability to influence your city’s policy by incorporating taxation into districts. All this including the ability to mod the game to suit your play style makes this the definitive city building simulation.","71,99 ","['Strategy', 'Management', 'Government']",In Stock
Nights of Azure,"Nights of Azure is a tragic tale of two friends faced with impossible decisions that will test their loyalty to their quest and to each other. Set on an uncharted island that floats in the North Sea, Nights of Azure paints a picture of a land where nights are tormented by azure-blooded demons. In this kingdom of Ruswal, very few people leave their homes after the sun has set, let alone have the st","72,99 ","['Role-Playing', 'Action RPG']",In Stock
Hyperballoid HD,"Hyperballoid HD puts a surreal spin on a classic arcade style, inviting players to smash their way through one hundred unique and challenging levels contained within two visually stunning game worlds. This addictive game includes a unique trophies system and supports 1080p high-definition graphics as well as all standard resolutions. With outrageous animation, smooth controls, over-the-top power-u","68,99 ","['Action', 'General']",In Stock
Worms Revolution Extreme,"'Worms Revolution Extreme features:

 Extensive single player campaign!
47 missions and 25 puzzles to beat and complete. Missions are set across 7 different themes including: Sewer, Farmyard, Spooky, Beach, Mars, Funfair or Medieval!

 Local and online multiplayer carnage!
Take part in local or online multiplayer battles for up to four players! Choose from one of three game modes: Deathmatch, Fort","68,99 ","['Strategy', 'Turn-Based', 'Fantasy', 'General']",In Stock
Cursed Mountain,"Set in the late 1980s, gamers take on the role of a fearless mountaineer as he climbs into the Himalayas on a quest to find his lost brother. As he ascends the mountain, he encounters an ancient curse: the souls of the people who died in that region are stuck in limbo, caught in the Shadow World. Villagers, pilgrims, mountaineers and Buddhist monks – dead but not yet reincarnated – are all that is","75,99 ","['Action Adventure', 'Modern', 'Horror', 'Survival']",In Stock
Planet Monsters,Planet Monsters doesn't bring much to this already well-established genre.,"67,99 ","['Action', 'General']",In Stock
DOOM 3: VR Edition,"The game arrives March 29 for PlayStation 4 and is backwards compatible on PlayStation 5. Take your Aim controller in hand, put on your PS VR headset, and step into the armored boots of The Doom Marine. Fight for your life as one of the few survivors left in a UAC facility overrun by demons. Doom 3: VR Edition features Doom 3 and its expansions, Resurrection of Evil and The Lost Mission, retooled ","72,99 ","['Action', 'Shooter', 'Light Gun']",In Stock
Close Combat: First to Fight,"Close Combat: First to Fight is an authentic, team-based first-person shooter created under the direction of active-duty United States Marines fresh from the front lines of combat in Iraq and Afghanistan. Set in a modern mid-eastern urban battleground, players lead a four-man Marine fireteam through the perils of modern urban combat. According to Lieutenant Colonel Christopher Sharp of the United ","45,99 ","['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",In Stock
KickBeat,"KickBeat offers players several innovative ways to interact with music. The game combines beat-matching mechanics with an acrobatic style of martial arts, turning every song into a raucous battle. The game also features a music analyzer that allows players to create new tracks from their own music libraries.","73,99 ","['Action', 'Miscellaneous', 'Rhythm', 'Music']",In Stock
Modern Combat: Domination,"Discover an innovative and competitive FPS thats unique to next-gen consoles. With its mission-driven gameplay emphasizing teamwork and skill, Modern Combat: Domination is an immediately fun and realistic multiplayer shooter designed to provide a constant challenge. Square off in 16-player battles in 6 different modes including classics like Capture the Flag and never before seen modes like Extrac","67,99 ","['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",In Stock
SpinTires,"Assume control of large all-terrain Soviet vehicles and venture across the rugged landscapes with just a map and compass to direct you. Explore the levels and unlock portions of the map whilst discovering new trucks, fueling stations, garages and lumber mills.","78,99 ","['Driving', 'Rally / Offroad', 'Simulation', 'Racing', 'Vehicle', 'Automobile', 'Civilian']",In Stock
Assassin's Creed III - The Betrayal,The Tyranny of King Washington is a DLC for Assassin's Creed III in which you explore an alternate reality where George Washington has become a dictator that you must overthrow.,"52,99 ","['Action Adventure', 'Historic', 'Open-World']",In Stock
Nerve,"Hurtle through beautiful unforgiving worlds, where every frame is enthralling, every moment is exhilarating, every death is deserved, and every success is earned.","67,99 ","['Action', 'General', 'Arcade']",In Stock
Port Royale 4,"Set sail and join the colonial powers of Spain, England, France and the Netherlands in their fight for supremacy of the Caribbean in the 17th century. In 'Port Royale 4' you will take control of a colony as a young and ambitious governor, eager to learn what it takes to manage and grow their small settlement into a bustling trader city. 

Develop production chains connecting multiple islands and c","67,99 ","['Strategy', 'Real-Time', 'General']",In Stock
How We Soar,"How We Soar is a VR flight experience that lets you take up the reins of a giant Phoenix and explore an enchanting papercraft world. Seated on the back of this mythical creature, fly throughout the diaries and works of the “Author.” Reconstruct and bring life to the pages of his creations, uncovering his personal story as you soar.","59,99 ","['Action', 'General']",In Stock
Scratches,"This atmospheric point and click adventure game  finds you cast as famed horror writer Michael Arthate just arriving at Blackwood Manor, your newly acquired Victorian home lost in the outskirts of a small English market town. Soon after your arrival, a terrible secret from the manor’s past emerges to haunt the present. Now isolated by a washed out road, you are stranded with a telephone as your on","78,99 ","['Adventure', 'General', 'Point-and-Click']",In Stock
DreamWorks Voltron VR Chronicles,"Become a Paladin of Voltron and experience a unique story created exclusively for VR. Join Lance, Hunk, Pidge, Keith, and Shiro from DreamWorks’ Voltron: Legendary Defender as you battle dangerous intergalactic threats.","45,99 ","['Action', 'General']",In Stock
Still Life 2,"Still Life 2 is the second chapter in the Still Life story. Victoria McPherson, FBI investigator, has been following the case of the East Coast Killer, an elusive serial murderer who has taken several lives in the East Coast of the United States. As Victoria attempts to crack the case, she meets journalist, Paloma Hernandez who claims to have vital information about the killer, but now she has bee","57,99 ","['Adventure', 'General']",In Stock
Rhiannon: Curse of the Four Branches,"Rhiannon: Curse of the Four Branches is set on the Celtic fringes of Britain; a place where myth and magic spill into reality, threatening the sanity of a teenage girl named Rhiannon Sullivan. An ancient battle for revenge engulfs Ty Pryderi, the remote Welsh farmstead Rhiannon now calls home. She begins to hear unexplained noises, see disturbing visions, and experience other chilling paranormal p","62,99 ","['Adventure', '3D', 'First-Person', 'Modern']",In Stock
Outward,"No remarkable journey is achieved without great effort. Outward is an open-world RPG where the cold of the night or an infected wound can be as dangerous as a predator lurking in the dark. Explore the vast world of Aurai, embark on memorable adventures alone or with your friends.","71,99 ","['Role-Playing', 'Action Adventure', 'General', 'Survival', 'Open-World']",In Stock
DOOM 3 BFG Edition,"Re-mastered for Xbox 360 and PlayStation 3, this game and its expansion pack offer enhanced graphics, engulfing the player in the demonic world of this terrifying horror. Players also experience a never-before-seen single-player story, 'The Lost Mission,' featuring seven levels that once again have them on the edge of their seats.","69,99 ","['Action', 'Miscellaneous', 'Shooter', 'Compilation', 'First-Person', 'Sci-Fi']",In Stock
Gravel,"Destroy obstacles, take shortcuts, and forget any rules until the end to win.","64,99 ","['Racing', 'Arcade', 'Automobile']",In Stock
Azkend 2: The World Beneath,"While traveling from Liverpool to New York your ship was pulled down into a massive maelstrom and you woke up in a place that may have never been gazed upon by the eyes of men. From now on your goal is to ascend from the bowels of the earth and return to civilization.

Enjoy dozens of exciting levels with variable gameplay in the story mode. The Jules Vernesque story of your journey will be told w","67,99 ","['Puzzle', 'Matching']",In Stock
Turok Remastered,The remaster of Turok: Dinosaur Hunter which was released in 1997.,"75,99 ","['Action', 'Shooter', 'First-Person', 'Arcade']",In Stock
White Day: A Labyrinth Named School,"When a good deed goes awry you and your fellow students are Locked inside your school at night, hunted by a killer janitor and Haunted by the troubled souls of the dead. Can you remain hidden, solve the clues and uncover the dark secrets of the building's past to survive the deadly threats? or will the after-class horror claim your life before you can escape?","72,99 ","['Action Adventure', 'Survival']",In Stock
"The Lord of the Rings, The Third Age","In The Lord of the Rings: The Third Age, you can travel in the wake of the Fellowship while exploring your own path and periodically intersecting the major events of the film trilogy. Through both familiar and new locations, you must fight to save or destroy Middle-earth in an epic adventure. Encounter the demonic Balrog in the Mines of Moria, defend the fallen city of Osgiliath, or try to destroy","82,99 ","['Strategy', 'Turn-Based', 'Fantasy']",In Stock
Yu-Gi-Oh! Dungeon Dice Monsters,"In Dungeon Dice Monsters, a new strategic board game, duel against characters from the Yu-Gi-Oh! TV series using magical dice, powerful traps and fierce monsters. Create dungeons, defeat your opponents and become the ultimate dice duelist!","80,99 ","['Miscellaneous', 'Card Battle']",In Stock
Ultimate Fighting Championship: Throwdown,"Build the best, and destroy the rest in UFC: Throwdown, a fighting game that lets you use all the mixed martial arts moves of UFC champions. In the Octagon, you can develop your own offensive and defensive strategies while stringing combos together and exploiting various fighting techniques to suit your personal style. Choose from more than 25 actual UFC fighters, or customize your own fighter in ","67,99 ","['Action', 'Fighting', '3D']",In Stock
F-14 Tomcat,"Armed with an array of Air-Interceptor Missiles, and a 20mm ""Vulcan"" cannon, you fly a series of blue-water operations while engaging in head-to-head combat with MIG 29s, MIG 24s, and enemy targets. Numerous cockpit computer displays help you splash each enemy bogey with extreme precision, and when you've completed your sortie, attempt a heart-pounding first-person carrier landing that will challe","80,99 ","['Action', 'Flight']",In Stock
Heroes Chronicles: Warlords of the Wasteland,"After generations of oppression, Tarnum discovers his people's true history and leads an army of Stronghold troops against their tyrannical masters. Marching from the arid roughlands of his homeland and the muggy swamps of the lowlands, he follows and even surpasses the deeds of his legendary ancestor who defeated these spellcasters long ago.","81,99 ","['Strategy', 'General']",In Stock
X: Beyond the Frontier,"Take a trip to the farthest reaches of space in this real-time simulation. You're the pilot of an experimental aircraft that falls into an unknown sector of the universe. Your objective is to get home alive, but that won't be any small task as tons of enemies and obstacles will try to slow your progress throughout the adventure. The game boasts more than 150 fully operational aircraft, six interac","75,99 ","['Simulation', 'Sci-Fi', 'Space', 'Small Spaceship', 'Combat']",In Stock
The LEGO NINJAGO Movie Video Game,Find your inner ninja with the Lego Ninjago Movie Video Game. Play as your favorite ninjas to defend Ninjago from the evil Lord Garmadon.,"62,99 ","['Action Adventure', 'General', 'Linear']",In Stock
Technic Beat,"Technic Beat allows players to actually create, alter and dance on screen to their own music. The game features tunes from some of Namco's most popular games. In Technic Beat, players listen to music represented in the game by radiating concentric rings of sound. Picking up the beat, they dance into the middle of the rings and try to ""catch"" the music. If successful, they achieve the power to mani","67,99 ","['Miscellaneous', 'Rhythm', 'Music']",In Stock
UFO: Aftershock,"The sequel to UFO: Aftermath - Global strategy and small scale tactical missions intertwined...The year is 2054. Fifty years ago, something terrible happened and the surface of Earth became uninhabitable. The remnants of humankind escaped to an immense flying island, the Laputa. However a revolt against increasingly rigid and corrupt human leadership of the island escalated into a conflict that ev","77,99 ","['Strategy', 'Turn-Based', 'Real-Time', 'Sci-Fi', 'General']",In Stock
NASCAR '14,"Grab the wheel from your favorite driver and engage in the race week experience from practice, to qualifying, to race day challenges. With your favorite personalities and live replay, NASCAR '14 promises to be the authentic NASCAR experience for fans.","49,99 ","['GT / Street', 'Driving', 'Racing', 'Simulation', 'Stock Car', 'Automobile']",In Stock
Railworks 3: Train Simulator 2012,"Train Simulator 2012 promises to be the most advanced train simulator in the world, with the most up to date graphics available for the PC and numerous technical innovations to create the most immersive sense of reality yet seen in a PC simulation. Every aspect of gameplay and the in-game environment is designed to make the player feel that they are controlling the locomotive.","68,99 ","['Simulation', 'Train', 'Vehicle']",In Stock
Real Heroes: Firefighter,"Enter the soot-stained boots of an everyday hero as a newly graduated Fire Academy cadet getting their start in a big city firehouse. Experience raging infernos and explosive environments in this unique first person action game. Use the firefighter's tools of the trade like the axe, hose and saw to rescue survivors and get the fires under control. Thinking fire technology delivers a cunning and da","83,99 ","['Action', 'Simulation', 'General', 'Virtual', 'Career']",In Stock
Marvel's Avengers,"Marvel’s Avengers is an epic, third-person, action-adventure game that combines an original, cinematic story with single-player and co-operative gameplay. Assemble into a team of up to four players online, master extraordinary abilities, customize a growing roster of Heroes, and defend the Earth from escalating threats.","49,99 ","['Action', 'General']",In Stock
The Thin Silence,"The Thin Silence explores depression, self-doubt, struggles, and trials. Amongst the darkness, the game features that sound, that thin silence, which calls to us in our darkest hours.","73,99 ","['Adventure', 'General']",In Stock
Manhunt 2,An experiment at a secret research facility has gone catastrophically wrong. Daniel Lamb and Leo Kasper are the only surviving subjects. The Pickman Project will stop at nothing to hunt them down and stop the truth from getting out. Demented screams echo around the dank Dixmor asylum that has caged you for the last six years. You open your eyes. A white-coated body slumps to the floor through your,"80,99 ","['Action Adventure', 'Horror']",In Stock
Might & Magic: Heroes VII,The story takes place during a war of succession. The Empress’ murder has left a realm in flames with many ambitious rivals ready to take the throne by force. The Duke Ivan then brings together a prestigious council of six trusted advisers to restore order and end the conflict that set ablaze Ashan’s lands.,"49,99 ","['Fantasy', 'Strategy', 'Turn-Based', 'General']",In Stock
Tank Universal: Challenger Eight,"Our hero, George, after a trip to the doctor, has been given bad news. He's also been given a large quantity of different pills, presumably to treat some unknown yet terminal illness, and to cheer him up he's also been given a VR helmet. On donning the helmet, George (under your control) is able to explore a strange virtual world. All goes well until he is ""recruited"" by the mysterious figures in ","67,99 ","['Action', 'Shooter', 'First-Person', 'Sci-Fi']",In Stock
Looney Tunes: Cartoon Conductor,"Players unleash musical abilities using the DS stylus to conduct the orchestra like a maestro and compose the music to classic Looney Tunes cartoon scenes featuring infamous characters such as Bugs Bunny, Porky Pig, Daffy Duck, Sylvester the Cat and Tweety. Once the famous scenes are successfully recreated, gamers will be rewarded with clips from favorite Looney Tunes cartoon moments. [Eidos Inter","67,99 ","['Action', 'Miscellaneous', 'Rhythm', 'Music']",In Stock
Skyshine's Bedlam,"Skyshine's BEDLAM is a strategic rogue-like turn-based RPG. You are the Mechanic, in charge of commanding your crew in battles, managing your resources, improving your Dozer, interacting with various characters, and protecting your passengers while navigating through the post-apocalyptic wasteland.","50,99 ","['Strategy', 'Turn-Based', 'General']",In Stock
Final Fantasy,"In FINAL FANTASY, the tale begins when four young warriors, each possessing a Crystal, are summoned to bring the world back to a harmonious elemental balance. During their voyage, they discover a nefarious entity has created turmoil in the structure of time in order to take control of the world, causing the heroes to travel to places they never imagined possible. This all-new anniversary edition c","87,99 ","['Role-Playing', 'Console-style RPG', 'Japanese-Style']",In Stock
"My World, My Way","Elise is a beautiful princess who has been given everything she’s ever wanted. Upon turning 15, she realizes there’s only one thing in the world she lacks - a handsome boyfriend. She sets out to remedy this by asking her father to hold a ball in her honor, to which every prince from every kingdom is invited to come and try their hand at wooing her. However, only one young man catches Elise’s eye, ","67,99 ","['Role-Playing', 'General']",In Stock
Hidden & Dangerous 2: Sabre Squadron,"Sabre Squadron features nine new single-player campaign missions in four new locations plus the added ability to play all of these nine missions cooperatively over the Internet. In addition, Sabre Squadron features three new deathmatches, three new occupations and two new objective multiplayer missions for up to 32 players, enhanced, more realistic AI, and new weapons such as the German Panzershre","67,99 ","['Action', 'Shooter', 'First-Person', 'Tactical', 'Historic']",In Stock
The Longest Five Minutes,"Our hero faces the origin of all evil, the Overlord himself, but suddenly loses all memories of his adventure.

His finishing moves, the name of his hometown, and even the reason he's trying to defeat the Overlord in the first place, all gone. Our hero feels as though he's letting his allies down...

In the midst of battle, his allies' words and the Overlord's taunting triggers flashbacks, bringin","64,99 ","['Role-Playing', 'General', 'Japanese-Style']",In Stock
Total War: Three Kingdoms - Eight Princes,"The year is 291 CE, and a generation has passed since the tumultuous events of the Three Kingdoms period began. Despite the tripartite division of power which brought the conflict to a stalemate, and the brief unification of the kingdoms under the Jin dynasty, civil war is no more than a heartbeat away.

For the Jin is a dynasty divided. Its many ruling princes are hungry for greater power, each w","42,99 ","['Strategy', 'Real-Time', 'General']",In Stock
Rainswept,"Rainswept is an adventure game - A murder mystery dealing with themes of love, relationships and unresolved trauma.","68,99 ","['Adventure', 'General']",In Stock
Shining Resonance Refrain,"Assume the role of Yuma Ilvern and stop the Empire from exploiting the power of the ancient dragons, including the soul of the Shining Dragon within you. With the help of your friends, realize your destiny, save Astoria, and unleash the strength you’ve always had locked away.","70,99 ","['Role-Playing', 'Action RPG']",In Stock
Guns of Icarus Alliance,"Guns of Icarus Alliance: PS4 Edition is a player-vs-player, player-vs-environment, steampunk airship combat game, complete with an ongoing war between six elite factions vying for control of a world ravaged by machines.","37,99 ","['Simulation', 'Space', 'Combat']",In Stock
Urban Trial Playground,"UTP is stunt bike racing game set in sunny and colorful beaches of California.  Mix tricks, flips and combos more than ever before. Compete on more than 50 levels, in various modes.","64,99 ","['Sports', 'Individual', 'Other', 'Biking']",In Stock
Resident Evil 7: biohazard - Banned Footage Vol. 2,"It’s Jack’s 55th Birthday! There’s nothing quite like a big birthday bash, and that’s exactly what you’ll get in this extra mode in Banned Footage Vol. 2.","69,99 ","['Action Adventure', 'Survival']",In Stock
Magical Beat,"Combines Drop-Down Puzzle with Beats. The main BGM is composed by the Nico Nico celebrity and sound creator, ‘Kikuo’. Last but not least, don’t forget the thirteen colorful pixel-art characters to take you through the game.","63,99 ","['Action', 'Miscellaneous', 'Rhythm', 'Music']",In Stock
Strike Suit Zero: Director's Cut,"In the year 2299, an interstellar war rages on. In a bid to save Earth from destruction, you must take control of the Strike Suit  a revolutionary fighter craft with the ability to transform into a lethal suit of space armor. Immerse yourself in massive fleet battles where your dog-fighting skills will directly affect the fate of the cosmos. Discover a colorful and vibrant universe, with an epic s","56,99 ","['Action', 'Simulation', 'Flight', 'Combat']",In Stock
The Showdown Effect,"Created by Arrowhead Game Studios, the same brilliant and eccentric minds behind Magicka, The Showdown Effect is a 2.5D multiplayer action game in which players will be participating in death-matches to gain glory and fame. Formerly known as ""Project JFK,"" The Showdown Effect operates on the principle of ""more is more"" and offers an infinite amount of ways to customize your gameplay. Whether its c","70,99 ","['Action', 'General']",In Stock
Primal Carnage,"Primal Carnage is an asymmetrical online-multiplayer class-based game of humans versus dinosaurs. Choose to play as either side and prepare to engage in a heart-pounding, fun, and visceral experience of combat, stealth, strategy, and survival. Hunt and be hunted!","76,99 ","['Action', 'Shooter', 'First-Person', 'Fantasy', 'Arcade']",In Stock
Growlanser: Wayfarer of Time,"Never before released outside of Japan and widely considered the best entry in the long-running franchise, this PSP system iteration of the fourth chapter in the Growlanser saga delivers visuals remastered for PSP system's 16:9 widescreen, a vastly expanded script with tons of new characters to meet and quests to complete, a wealth of new ending possibilities, and much more, making it the first an","87,99 ","['Role-Playing', 'Strategy', 'Turn-Based', 'General', 'Tactics']",In Stock
The Sims Medieval: Pirates & Nobles,"The Sims Medieval Pirates & Nobles Adventure Pack introduces new quests, treasure hunting, and hundreds of new objects for your medieval kingdom.","48,99 ","['Simulation', 'Miscellaneous', 'General', 'Virtual', 'Virtual Life']",In Stock
Phoenix Wright: Ace Attorney,"[WiiWare]  Meet Phoenix Wright, the rookie defense lawyer new to the scene with the wildest cross-examination skills in town. Take on four intriguing cases to reveal dramatic, stunning and even comical court proceedings. Use the Wii Remote controller to investigate the crime scenes, question witnesses and present shocking evidence. [Nintendo]","87,99 ","['Adventure', 'First-Person', 'Visual Novel', 'Modern']",In Stock
Codename Panzers: Cold War,"Tempelhof, Berlin, dawn of 8th April 1949. A major armed conflict is brewing between the Western powers and the Soviet bloc. The Red Army has been growing ever stronger since the end of World War II. With the growth of their army the Soviets realize that they hold the advantage, and are only waiting for the right moment to attack. That moment arrives with the Tempelhof Incident: the near-fatal col","58,99 ","['Strategy', 'Real-Time', 'Military', 'General']",In Stock
MLB Power Pros 2008,"With over ten different exciting game modes including the traditional Practice, Exhibition, League and Home Run Challenge modes, MLB Power Pros 2008 brings fans closer to the action than ever before. Gamers also get the opportunity to act as general manager and control the destiny of their own franchise in Season mode, or engage in entertaining role-playing story modes such as Success and MLB Life","85,99 ","['Sports', 'Traditional', 'Baseball', 'Arcade']",In Stock
Pokemon Mystery Dungeon: Red Rescue Team,"For the first time ever, the player is a Pokemon, speaking and interacting with other characters in a world populated only by Pokemon! Features a deep, involving and dramatic story brings the player into a world of Pokemon not seen or experienced before. Strategic battles enhance the adventure. Randomly generated dungeons make every mission unique. One day the player awakens to find that he or she","83,99 ","['Role-Playing', 'Console-style RPG']",In Stock
World Championship Pool 2004,"Both die-hard pool fans and the casual pool players can practice with World Championship Pool 2004, a pool simulator that features single-player, multiplayer, and online play. In both real and fictitious venues, you'll play to unlock fun tables, unique ball sets, and world-class pool cues. Become a professional in six gameplay modes; including 8-Ball, 9-Ball, Career, Snooker, Trick Shots; and bonu","67,99 ","['Miscellaneous', 'Parlor', 'Billiards']",In Stock
Freestyle Metal X,"Freestyle Metal X unleashes anarchy with the freedom to do what you want, when you want. Be anti-establishment: break windows, run over people, ride where you normally can't ride...and get away with it. With an unlimited stunt system and a lawless energy, Freestyle Metal X dares riders to push the envelope with psychotic tricks in limitless, freestyle environments full of challenges and side event","83,99 ","['Driving', 'Racing', 'Motorcycle', 'Motocross']",In Stock
High Heat Major League Baseball 2003,The follow-up to last year's award winning baseball game utilizes the DirectX 8.1 Graphics Engine. Proceeds from each game sold directly benefit Curt Schilling's charity for ALS (Lou Gehrig's disease).,"73,99 ","['Sports', 'Traditional', 'Team', 'Baseball', 'Sim']",In Stock
Dave Mirra Freestyle BMX: Maximum Remix,"The graphics in Maximum Remix are roughly identical to the first game, so you're stuck with muddy, ugly textures and quite a bit of texture warping.","73,99 ","['Sports', 'Alternative', 'Biking']",In Stock
Dracula: The Resurrection,"Your adventure begins as you depart on a journey to save your beloved wife. Enter into the shadows, and explore catacombs and hidden passages as you travel the pathway to darkness.  [Dreamcatcher Interactive]","67,99 ","['Adventure', 'First-Person', 'Point-and-Click', 'Modern', 'Fantasy']",In Stock
Mystical Ninja starring Goemon,"A giant UFO has appeared over Oedo Castle, and the Mystical Ninja is off to save the world again! Control Goemon and his giant robot, Impact, Ebisimaru, a truly twisted ninja, Yae, the part-time militant mermaid, and Sasuke, a mechanical warrior. This brave band must travel from town to town, collecting information and purchasing helpful items in their quest to defeat the dreaded Peach Mountain Sh","84,99 ","['Action', 'General']",In Stock
Transformers: Autobots,"Based on the 2007 live-action feature film, Transformers: Deceptions lets gamers control the outcome in the battle for Earth as they choose to protect it as Autobots or destroy it as Decepticons. Players experience the unstoppable power and massive scale of their favorite Robots in Disguise such as BumbleBee, Barricade and others. As the Transformers robot's war comes to Earth, gamers make the cho","77,99 ","['Action Adventure', 'Sci-Fi', 'General']",In Stock
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,"Adventure Time: Hey Ice King! Why'd you steal our garbage?! is the first video game based on the radical, Emmy nominated Cartoon Network show about two close friends.","72,99 ","['Miscellaneous', 'Action Adventure', 'Fantasy', 'General']",In Stock
Legacy of Ys: Books I & II,"One of the most heralded action RPG franchises of all time, Legacy of Ys: Books I & II delivers the first two epic adventures of the famed saga on one cartridge, presented with a series of never-before-seen enhancements. [Atlus USA]","55,99 ","['Role-Playing', 'Miscellaneous', 'Action RPG', 'Compilation']",In Stock
Ar nosurge: Ode to an Unborn Star,"In AR NOSURGE: ODE TO AN UNBORN STAR, the player follows two sets of characters: Delta and Casty, whose goal is to protect humanity and save the world, and Ion & Earthes, who are trying to find Ion a way home to Earth. The player can interchange between both pairs and soon discover a way to combine their storylines and strengths to eventually solve the mystery that shrouds their ongoing struggle.","80,99 ","['Role-Playing', 'General', 'Japanese-Style']",In Stock
Romance of the Three Kingdoms XIII,"With all officers playable, the lives of these colorful characters, the bonds created during battles, and much more combine to create a fresh new human drama. Strategy and battles, like naval battles and sieges, are done on a great scale, turning them into grand epic spectacles. We also use the vast expanse of China as a background to the “dynamism” of hundreds of characters each striving to expan","71,99 ","['Strategy', 'Turn-Based', '4X']",In Stock
Galleon: Islands of Mystery,"Galleon takes you from the bustling port of Akbah to islands populated with giant monsters, evil slave lords, and damsels in distress. You'll follow Captain Rhama Sabrier as he investigates the origins of a mysterious ship that could hold the key to incredible powers and untold wealth. Rhama's journey takes you to six island locations filled with action, exploration, and challenges. While the land","67,99 ","['Action Adventure', 'Fantasy']",In Stock
Cleopatra: Riddle of the Tomb,"(Also known as ""Cleopatra: Riddle of the Tomb"")  You are in the middle of a civil war in ancient Egypt, pitting Cleopatra's supporters against those of her brother and husband, Ptolemy, who is ravaging the country. In the midst of all this, you are a young apprentice to Akkad, Cleopatra's chief astrologist and astronomist and you fall in love with your master's daughter. But one day, you discover ","67,99 ","['Adventure', '3D', 'First-Person', 'Fantasy']",In Stock
Nerf N-Strike Elite,"NERF 2: N-Strike Elite features a classic rail shooter style of gameplay and equip players with a cache of fresh features. With the Wii-remote snapped into the NERF SWITCH SHOT EX-3 blaster and the red reveal lens engaged, players can detect enemy weak spots, solve puzzles and decode secret messages as they blast their way to victory.  Boys in the target age range of 8 to 12 will jump into battle ","45,99 ","['Action', 'Shooter', 'Light Gun']",In Stock
Fuel,"Get fuelled up and prepare to race and explore the world's largest ever racing environment - over 5,000 square miles of spectacular wilderness. Set to revolutionise multi-terrain, multi-vehicle racing, FUEL is a fiercely competitive game without boundaries. On and off-road, two and four-wheeled vehicles race a massively diverse environment, from scaling the highest snow-capped mountain to racing t","68,99 ","['Driving', 'Racing', 'General']",In Stock
Mahjong Cub3d,"With 200 Mahjong matching puzzles, delivered in full, vibrant 3D through the power of Nintendo 3DS, MAHJONG CUB3D offers colorful, meditative, challenging puzzle gameplay that's easy to pick up and impossible to set down! Three amazing game modes, including the 2-player Versus, add value to an overall package that fires out from every angle.","53,99 ","['Miscellaneous', 'Puzzle', 'Matching', 'Board Games', 'Board / Card Game', 'General']",In Stock
Medal of Honor: Above and Beyond,"Medal of Honor: Above and Beyond is an action-packed and incredibly immersive VR experience set in World War II, where you step into the boots of an agent of the Office of Strategic Services (OSS) in war torn Europe. A deep single-player campaign takes you through historic events on land, air, and sea, sabotaging Nazi bases, subverting enemy plans, aiding the French Resistance, and much, much more","63,99 ","['Action', 'Shooter', 'Light Gun']",In Stock
Mini-Mech Mayhem,"Join your lil’ Mech buddy to plan a flawless strategy, then marvel at just how wrong you were. Not to worry, play some power actions to get your team back on track, or dare to trust in your instincts and crafty skills, and pull off a stunning win.","55,99 ","['Action', 'General']",In Stock
Pro Cycling Manager Season 2014: Le Tour de France,Assume the role of manager and lead one of the pro cycling circuit's 75 teams. Join an outstanding 2014 season with more than 200 competitions across 550 stages including the prestigious Tour de France.,"69,99 ","['Sports', 'Alternative', 'Individual', 'Biking']",In Stock
